postid,pagename,platform,year,month,day,type,url,timestamp,sdg,sdgrelev,sdgcat,abstractmes,message_clean
A1983,Audi USA,Facebook,2019,11,17,Photo,https://www.facebook.com/audi/posts/10156449717046470,3/8/2021 3:49,0,1,,,Our idea of a geometry project. #etronGT #ConceptCar
A36828,Nike,Instagram,2019,10,12,Photo,https://www.instagram.com/p/B3g5k6aArXQ/,3/1/2021 12:43,0,1,,,â€œI run to prove to any human in this universe that there are no limitations.â€ @kipchogeeliud 
 A crazy dream come true â€” Eliud Kipchoge becomes the worldâ€™s first to run a marathon in under two hours. #justdoit
A18303,Estee Lauder,Facebook,2019,12,22,Native Video,https://www.facebook.com/EsteeLauder/posts/10159048554867619,2/15/2021 11:19,0,1,,,"Welcome #Capricorn season! You are ambitious, disciplined and quite humorous! Shop our #Zodiac compacts to gift your favorite #Capricorn here: "
A40129,Pepsi,Instagram,2019,9,14,Video,https://www.instagram.com/p/B2ZcdL1Hwpc/,3/1/2021 9:06,0,1,,,Using our platform during this fashion-filled week to promote a whole other kinda platform (and then some).
A18304,Estee Lauder,Facebook,2019,12,25,Photo,https://www.facebook.com/EsteeLauder/posts/10159059158787619,2/15/2021 11:19,0,1,,,Happy Holidays from EstÃ©e Lauder! â¤ï¸
A8404,Chipotle Mexican Grill,Instagram,2020,7,29,Photo,https://www.instagram.com/p/CDO156BDy9o/,2/5/2021 3:11,0,1,,,"Today and tomorrow, weâ€™re giving away 6 Chipotle Rewards accounts loaded with 1 year of FREE GUAC. 
 
 Weâ€™ll drop the accounts one by one, and all you have to do to Unl0ckTh3Gu4c is guess the password. Text your guess to 888-222. Watch our social for hints.
 
 If you start to look like this ðŸ¤¬ you can still get FREE guac for National Avocado Day. Just sign up for Chipotle Rewards by 11:59pm PT on 7/30 and youâ€™ll get the offer on 7/31. Link in bio.
 
 NoPurchNec. Open to legal US residents 13+. See Official Rules: chipotle.com/avocadoday
 
 Valid only in the US, for one free topping of guac with purchase of regular-priced entreÌe via Chipotle app or chipotle.com. Valid from date added to Rewards account-8/2/20. Use in one transaction only; subject to availability. Not valid w/ other offers. Rewards account required. Not valid on third party delivery platforms. Additional restrictions may apply; void where prohibited. Full offer terms: chipotle.com/avocadoday."
A8278,Chipotle Mexican Grill,Facebook,2019,9,6,Link,https://www.facebook.com/chipotle/posts/10157535678159253,2/3/2021 9:42,0,1,,,"In conclusion, you're busy every Sunday in September."
A1990,Audi USA,Facebook,2019,12,1,Photo,https://www.facebook.com/audi/posts/10156474339236470,3/15/2021 1:36,0,1,,,Side-seeing trip. #AudiA7
A6679,CarMax,Instagram,2020,9,1,Video,https://www.instagram.com/p/CEm0m_yl19l/,2/5/2021 11:44,0,1,,,Deciding you want a Ford Mustang is just half the battle. Which Mustang is right for you? Check out the link in our bio for the break down! #mustangfanclub #mustangnation #mustangsofinstagram
A18336,Estee Lauder,Facebook,2020,2,13,Photo,https://www.facebook.com/EsteeLauder/posts/10159231434197619,2/15/2021 11:38,0,1,,,"Show your bestie some love this Galentine's Day with our limited-edition #EsteexJamesGoldcrown collection. Designed by street artist James Goldcrown, this heartfelt design is used to express the universal joy of love. Shop now: "
A2058,Audi USA,Facebook,2020,5,21,Native Video,https://www.facebook.com/audi/posts/10156972262181470,3/15/2021 2:10,0,1,,,"I donâ€™t know who needs this, but hereâ€™s one of our Driver Assistance Dummies doing the Robot."
A27411,IBM,Instagram,2020,8,10,Album,https://www.instagram.com/p/CDtyoMbh9Fs/,3/1/2021 1:23,0,1,,,"65 years ago, we opened our first data processing center in New York City. Since then, we have grown to 60 centers across 19 countries to help meet our global customersâ€™ need for local data access and high performance. Take a look at the images above to see how things have changed and click the link in our profile to learn more."
A40096,Pepsi,Facebook,2019,9,23,Native Video,https://www.facebook.com/PepsiUS/posts/10157969135524050,3/1/2021 8:08,0,1,,,"If there's no Pepsi on game day, did it happen? Let's never find out. Buy two 20oz Pepsi, get one FREE at DG (9/23-11/17) Learn more: "
A52529,Tide,Facebook,2020,5,13,Native Video,https://www.facebook.com/Tide/posts/10157462558818231,3/4/2021 12:11,0,1,,,Thanks Zach Banner and Pittsburgh Steelers for the #TideTraining workout tips using just bottles of Tide. Show us your #TideTraining
A18322,Estee Lauder,Facebook,2020,1,24,Photo,https://www.facebook.com/EsteeLauder/posts/10159158147227619,2/15/2021 11:32,0,1,,,"This #NewYear, luck is in the clouds â˜ï¸â¤ï¸ Let your luck guide you to red pout perfection with #PureColorEnvy Lipstick in Carnal 520 (dressed in limited edition red and gold!). "
A27402,IBM,Instagram,2020,5,7,Album,https://www.instagram.com/p/B_5FGE6hn0A/,3/1/2021 1:28,0,1,,,We're taking you inside our quantum stack to show you how it works. Explore by clicking on the link in our bio #Think2020.
A52504,Tide,Facebook,2020,1,30,Native Video,https://www.facebook.com/Tide/posts/10157127043618231,3/4/2021 11:55,0,1,,,Looking for a clean start to your next career? Learn more at www.ana.net/bestjobsever:=:
A6708,Cartier,Facebook,2019,12,9,Link,https://www.facebook.com/cartier.usa/posts/1492292400947996,2/10/2021 5:13,0,1,,,"A melody where boldness meets brilliance. #CartierTank #SantosdeCartier #CelebratewithCartier And with Cartier Care, register your timepiece to enjoy an extension of the Cartier International Limited Warranty for up to 8 years. Time is almost up for your holiday wishlist. ow.ly/5nVk30pXvd4:=:"
A52490,Tide,Facebook,2019,9,8,Native Video,https://www.facebook.com/Tide/posts/10156722730363231,3/4/2021 11:48,0,1,,,Gwen does have a point... #LaundryNight
A7923,Chase,Facebook,2020,8,11,Native Video,https://www.facebook.com/chase/posts/4879152805443971,3/4/2021 3:51,0,1,,,Chase Chats Webcasts bring you guidance and insights for things that matter nowâ€”like tips for managing your finances during this unusual time. Click below to watch the full episodes on-demand: 
A7920,Chase,Facebook,2020,8,10,Native Video,https://www.facebook.com/chase/posts/4873135376045714,3/4/2021 3:49,0,1,,,"When you visit one of our branches, we want you to feel safe. So we're taking important steps to make sure you're comfortable. Not ready to come in? Don't worry, you can schedule a meeting on chase.com to talk with a banker over the phone, and you'll be able to schedule in-person meetings by mid-September."
A27393,IBM,Instagram,2020,3,31,Photo,https://www.instagram.com/p/B-aPreOBU5a/,3/1/2021 1:36,0,1,,,IBM is partnering with the White House Office of Science and Technology Policy and the U.S. Department of Energy to help launch the High Performance Computing Consortium. Click the link in our profile to learn more.
A18253,Estee Lauder,Facebook,2019,10,7,Photo,https://www.facebook.com/EsteeLauder/posts/10158787421132619,2/5/2021 1:38,0,1,,,Bad case of the Mondays? Catch some ðŸ’¤'s and reset your skin for the week ahead with Advanced Night Repair: 
A27384,IBM,Instagram,2020,2,14,Album,https://www.instagram.com/p/B8jYZ91BmuC/,3/1/2021 1:43,0,1,,,"They say if you love someone, let them know. So this #ValentinesDay we wrote love poems to some of our favorite IBM tech. â¤ï¸"
A8316,Chipotle Mexican Grill,Facebook,2020,4,3,Photo,https://www.facebook.com/chipotle/posts/10158159080339253,2/3/2021 10:38,0,1,,,"Because queso is FREE today when you add it to your entrÃ©e + FREE delivery. â€¢ Free queso 4/3/20 only, with entrÃ©e purchase. $10 min/$200 max for free delivery, excl. tax. 4/1/20-4/30/20 only (subject to extension/cancellation). Additional terms apply: chip.tl/fd:=:"
A7812,Chase,Facebook,2020,3,28,Native Video,https://www.facebook.com/chase/posts/4280018578690733,3/3/2021 8:58,0,1,,,Make sure your cell number is updated on your bank account. This helps us contact you to verify whether an unusual transaction was you or not. This could help avoid an unnecessary hold on your account.
A2079,Audi USA,Facebook,2020,9,5,Photo,https://www.facebook.com/audi/posts/10157237367741470,3/15/2021 2:19,0,1,,,Donâ€™t you just love the great indoors? #AudiS4
A7769,Chase,Facebook,2020,1,24,Photo,https://www.facebook.com/chase/posts/4057833620909231,3/3/2021 6:36,0,1,,,"Chase Sapphire Reserve cardmembers, have you activated your complimentary 12 month Lyft Pink membership yet? A few lucky riders in Park City, UT got a surprise ""pick me up"" from our newest partner! Learn more about the newest Chase Sapphire benefit here: "
A8293,Chipotle Mexican Grill,Facebook,2019,11,12,Photo,https://www.facebook.com/chipotle/posts/10157720690119253,2/3/2021 10:09,0,1,,,Order a veggie bowl and it will be ðŸ˜ Credit: @dudewithsign
A18330,Estee Lauder,Facebook,2020,2,6,Photo,https://www.facebook.com/EsteeLauder/posts/10159206887277619,2/15/2021 11:35,0,1,,,"Debuting just in time for #GalentinesDay, the #AERINxLoveShackFancy's hair mist is the perfect gift to show your girlfriend just how much you appreciate her friendship! Shop the spirited Bohemia capsule collection now: "
A7862,Chase,Facebook,2020,5,6,Native Video,https://www.facebook.com/chase/posts/4427981250561131,3/4/2021 3:13,0,1,,,Weâ€™re offering assistance for customers who need to delay their mortgage payments. Itâ€™s easy to enroll and weâ€™ll work with you as your financial situation changes. See more at 
A8356,Chipotle Mexican Grill,Instagram,2020,2,5,Photo,https://www.instagram.com/p/B8MXNzmpqla/,2/5/2021 2:16,0,1,,,Nana always goinâ€™ the extra mile
A8321,Chipotle Mexican Grill,Facebook,2020,5,5,Photo,https://www.facebook.com/chipotle/posts/10158278861704253,2/3/2021 10:46,0,1,,,"Believe it or not itâ€™s Cinco. Free queso on your entrÃ©e and free delivery today. Free queso 5/5/20 only, with entrÃ©e purchase using code QUESO55. $10 min/$200 max for free delivery, excl. tax. 4/30/20-5/10/20 only. Additional terms apply: chip.tl/fd:=:"
A18337,Estee Lauder,Facebook,2020,2,14,Native Video,https://www.facebook.com/EsteeLauder/posts/10159233933752619,2/15/2021 11:38,0,1,,,"Lipstick is our love language. Make it yours with our Limited Edition #PureColorEnvy Lipstick in Carnal, featuring artist James Goldcrownâ€™s famous graffiti hearts in shades of bright cyan, bold magenta and electric yellow. Shop now: "
A18257,Estee Lauder,Facebook,2019,10,12,Photo,https://www.facebook.com/EsteeLauder/posts/10158802892502619,2/5/2021 1:44,0,1,,,"âœ¨Something old, something new, something Belle, something you. ðŸ’• Go on a journey with our newest #BeautifulBelle scent: Introducing Beautiful Belle Love, a worldly, intoxicating blend of specially crafted ingredients from four corners of the globe. #LoveBreaksAllRules Shop now: "
A1971,Audi USA,Facebook,2019,10,13,Photo,https://www.facebook.com/audi/posts/10156311089461470,3/8/2021 3:43,0,1,,,Fangs out. #WantAnR8 #EuroSpec
A27361,IBM,Instagram,2019,10,31,Album,https://www.instagram.com/p/B4SRlclh-GI/,3/1/2021 12:59,0,1,,,Trick or treat? Let us know if you wish for a night full of spooks ðŸ‘»ðŸ•¸ or a day full of treats ðŸ­ðŸ¬ Answer with your favorite Halloween emojis in the comments below.
A18279,Estee Lauder,Facebook,2019,11,7,Native Video,https://www.facebook.com/EsteeLauder/posts/10158895193617619,2/15/2021 11:09,0,1,,,âœ¨ Experience a life of #ExtraordinaryBeauty with the #ReNutriv Ultimate Diamond Collection. âœ¨ Travel with us to the South of France to explore how the rare and elusive Black Diamond Truffleâ€”the key ingredient in the collectionâ€”is harvested and then transformed to create our exquisite skincare line. Discover the collection now: 
A18287,Estee Lauder,Facebook,2019,11,22,Native Video,https://www.facebook.com/EsteeLauder/posts/10158946073562619,2/15/2021 11:12,0,1,,,It's #Sagittarius season! Your optimism and vibrance lights up the world. Discover your #Zodiac compact now: 
A36829,Nike,Instagram,2019,10,13,Photo,https://www.instagram.com/p/B3kKWJDg-LX/,3/1/2021 12:43,0,1,,,"â€œSmiling doesnâ€™t win you gold medals.â€ - @simonebiles
 
 Itâ€™s Simoneâ€™s intense focus, energy, and relentless drive that have made her the best to ever do it. And by testing her own limits once again this week at the World Championships, she now has 25 medals â€” making her the most decorated world champion in gymnastics history. #ðŸ #justdoit"
A6637,CarMax,Facebook,2020,8,14,Native Video,https://www.facebook.com/CarMax/posts/10157715316871194,2/5/2021 11:22,0,1,,,Toyota gave the 2018-2020 Camry a front grille facelift. See what else changed. 
A40185,Pepsi,Instagram,2020,9,7,Photo,https://www.instagram.com/p/CE11tOlDeGc/,3/1/2021 9:49,0,1,,,"Be the Pepsi chef you want to see in the world. Recipe below ðŸ‘‡
 
 INGREDIENTS:
 Pork shoulder
 8 oz Pepsi 
 12 oz bottle BBQ sauce
 1 Â½ garlic powder
 Â½ tsp onion powder
 Salt & pepper to taste
 2 tbs hot sauce (optional) 
 
 INSTRUCTIONS: 
 Spray crock pot with cooking spray and place pork inside. Pour Pepsi, 8 oz BBQ sauce, garlic powder, onion powder, and hot sauce (if you like a kick). Cover and set on high for 6 hours or until thoroughly cooked. Remove pork, shred, and place back in sauce for another hour on low. Serve on buns and with Pepsi (of course)."
A40161,Pepsi,Instagram,2020,2,19,Photo,https://www.instagram.com/p/B8wydAGnk8O/,3/1/2021 9:22,0,1,,,You know what goes best with uni and nori? Pepsi. ðŸ“¸: @shiba.uni.nori
A6640,CarMax,Facebook,2020,8,17,YouTube,https://www.facebook.com/CarMax/posts/10157723108991194,2/5/2021 11:23,0,1,,,"What separates two of the best-selling sedans in America, the Honda Accord and the Civic? Short answer: the compact Civic is less expensive and handles better, while the Accord delivers a â€˜near-luxuryâ€™ feel. Longer answer: Watch our full review! "
A6745,Cartier,Facebook,2020,5,28,Photo,https://www.facebook.com/cartier.usa/posts/1660541600789741,2/10/2021 5:38,0,1,,,"Pur Muguet, Pur Kinkan, Pur Magnolia: three ultra-realistic, striking, and vibrant olfactory pieces."
A26181,Huawei Mobile,Facebook,2019,9,12,Link,https://www.facebook.com/HuaweimobileUS/posts/2463008500405185,2/15/2021 7:31,0,1,,,"â€œThe Huawei Matebook X Pro is the best overall laptop on our list, featuring an excellent design, portability, and internals that give you the power to get work done. It features one USB-A port, and two Type-C ports, both of which are Thunderbolt 3 enabled, so you can use an external GPU and transfer files at a much faster rate.â€ â€“ Windows Central "
A26178,Huawei Mobile,Facebook,2019,9,5,Native Video,https://www.facebook.com/HuaweimobileUS/posts/2462987987073903,2/15/2021 7:30,0,1,,,"Featuring a vivid 1080p 10.1-inch display with 2.5D curved edge, the MediaPad M5 lite makes the perfect tablet for e-learning and e-reading. For a limited time, save up to $30: "
A18266,Estee Lauder,Facebook,2019,10,22,Photo,https://www.facebook.com/EsteeLauder/posts/10158838985687619,2/15/2021 11:02,0,1,,,Color me fancy! We're celebrating #NationalColorDay with our current obsession: Rebellious Rose. Shop this perfect warm rose-toned collection here: 
A8329,Chipotle Mexican Grill,Facebook,2020,7,9,Photo,https://www.facebook.com/chipotle/posts/10158479352104253,2/3/2021 11:44,0,1,,,Thereâ€™s only one way to eat a burrito bowl:
A8306,Chipotle Mexican Grill,Facebook,2020,1,9,Photo,https://www.facebook.com/chipotle/posts/10157889895094253,2/3/2021 10:27,0,1,,,Consider this a sign.
A27360,IBM,Instagram,2019,10,24,Photo,https://www.instagram.com/p/B4AlqzlBzZQ/,3/1/2021 12:59,0,1,,,"#TBT: Paul Rand, one of the most influential graphic designers of the 20th century, expressed IBMâ€™s ingenuity through every design decision â€” including this bold packaging for the Selectric Typewriterâ€™s typing ribbon. Head to the link in our profile to learn more about the impact the Selectric Typewriter made on history. ðŸ“·: @mapprojecto"
A8379,Chipotle Mexican Grill,Instagram,2020,4,30,Photo,https://www.instagram.com/p/B_ns2sjjegT/,2/5/2021 2:35,0,1,,,This aged well. @daviddobrik is giving five celeb cards to the best Chipotle TikToks on Cinco de Mayo. Terms: chipotle.com/sponsorme
A18353,Estee Lauder,Facebook,2020,3,16,Photo,https://www.facebook.com/EsteeLauder/posts/10159341113202619,2/15/2021 2:37,0,1,,,Give your favorite lip color a unique touch with custom online engraving! Discover how to make it personal here: 
A18233,Estee Lauder,Facebook,2019,9,5,Native Video,https://www.facebook.com/EsteeLauder/posts/10158691691942619,2/5/2021 1:07,0,1,,,"When you dare to do anything for love, the world is yours. ðŸ’— And now itâ€™s in your fragrance, too, with new Beautiful Belle Love, a union of specially crafted ingredients carefully sourced from four corners of the world. Take the journey: "
